%
% Comments go after a '%' sign.
%
%
% Relation: todefine
%
%
% Attributes: 2     Instances: 10000
%
%

@relation todefine

@attribute 'dataset' String
@attribute ' labels' {1, -1}

@data
'impossible worst recent bad bad hot red hot rare guilt free bad first tag sure ominous responsible least only entertaining loudest fictional much entire intentional cinematic actual interesting sad little mental upoh much lesser oneyes pathetic strong best unhinged bear functional new hybrid better sing half little real captive bullet somewhere',-1
'due legal long awful much scary entire good tired teen gross funny immortal classic many individual young full visual old former worst plot gross drunk teen gross good road entertaining bad bad such gross local',-1
'most predictable most previous successful much realistic interested low bad more',-1
'111 minute red high long earnest unsaved big possible sunken black rhetorical miraculous trepidous back up faith based hegemonic poor apocalyptic other terrified back up self centrist virulent empty final',-1
'laziest virgin evil relaxing suppose other impressive worthless sub lame bad perfect',-1
'foreshadowing edward little careless belongings little whatever crash bad open responsible precinct fellow funny bad ahhh tree named big boned tree named tavern actress lusty tavern good beehive kiss kiss bad phallic phallic good bad old much same superfluous semi truck supercilious tavern last year tree named better nosy dear big boned last tavern become voluptuous bear surprised careful legs old fireproof ouch bad ready close modern day slutty eponymous young people volptuous bad',-1
'steady cinematic whole flick schizophrenic last ashamed such enough pubescent commendable bizarre last this  beautiful independent wonderful intelligent indian',-1
'insightful uplifting more cheap dishonorable one sided donna gut wrenching fallen uncompelling other best long many newest full decent strained emotional reasonable sick vile little due lead',-1
'cinematic suited high better excited identical less discerning high only deep meaningful fair interesting communist soviet',-1
'archaeologist ancient aztec alien such strange small small american inexplicable fast food idiotic individual separate little much worst worst unfunny painful proverbial funny concerned basic crap whole big good moronic stupid more ridiculous rancid rubbish low entire cheap incompetent special awful bad old total terrible bad special lame rubbish bad sure',-1
'average documentary interesting minimal due large salt water terrible good frequent poignant laughable due dubious superfluous short impressive such terrible terrible single watered down huge obvious fake huge luckily placed bad good terrible overwhelming awful',-1
